surface_m2,nb_pieces,age_annees,distance_centre_km,price
73.4,3.0,7.3,15.45,177216.0
82.8,4.0,25.3,10.8,246916.0
52.8,1.0,0.1,8.28,143169.0
84.9,3.0,79.7,,146662.0
65.4,2.0,81.1,11.52,155792.0
76.6,4.0,83.8,,158227.0
49.5,2.0,15.5,4.21,144979.0
151.8,,55.2,10.0,437429.0
61.9,3.0,36.0,0.61,189170.0
86.4,,75.9,20.72,190080.0
55.9,,52.3,23.3,91167.0
106.5,6.0,,23.34,274328.0
79.2,3.0,95.8,,163800.0
66.2,3.0,,21.19,158965.0
71.0,3.0,5.1,19.33,173034.0
64.9,3.0,39.7,15.81,172450.0
44.2,2.0,80.2,,93649.0
124.5,6.0,99.8,17.71,314140.0
62.3,2.0,30.0,23.6,125014.0
98.2,4.0,56.3,,263690.0
92.0,5.0,,24.84,215762.0
,3.0,79.1,2.89,201217.0
135.8,6.0,46.0,8.8,391698.0
46.7,2.0,65.7,21.65,65903.0
102.8,4.0,63.0,19.74,248672.0
64.6,3.0,26.3,,177037.0
81.3,,,,205847.0
8.3,,41.0,28.89,190782.0
41.2,1.0,38.2,25.34,56374.0
94.4,5.0,48.0,18.02,241654.0
108.8,5.0,66.2,6.37,299550.0
61.9,3.0,13.3,23.16,146787.0
97.6,4.0,15.0,15.22,244462.0
44.7,2.0,,22.17,75066.0
97.3,4.0,97.6,,283701.0
74.2,4.0,98.0,20.48,158794.0
58.8,4.0,100.0,,127466.0
66.3,3.0,95.6,,116426.0
24.1,1.0,40.2,20.89,17732.0
120.4,6.0,48.7,6.1,351310.0
59.7,4.0,24.3,7.2,198108.0
117.4,6.0,9.1,7.62,348544.0
163.2,,86.8,,423752.0
51.8,3.0,65.1,,116494.0
77.8,3.0,38.1,29.64,155400.0
80.6,3.0,,24.84,152510.0
62.7,,8.6,10.38,191135.0
29.8,1.0,64.0,19.19,32204.0
75.7,,89.7,20.73,165035.0
51.8,3.0,58.0,5.72,136672.0
93.3,4.0,18.7,21.14,224634.0
114.7,6.0,32.2,6.32,337627.0
47.6,1.0,33.9,,119914.0
45.1,2.0,99.6,10.22,85144.0
26.0,2.0,42.4,,35649.0
168.7,6.0,86.6,,400146.0
108.2,4.0,70.9,,242525.0
41.3,2.0,,4.07,132667.0
,3.0,,6.04,100876.0
55.0,3.0,48.5,4.45,141788.0
76.5,4.0,68.2,,222987.0
44.3,2.0,51.2,23.01,64651.0
82.8,5.0,90.9,,181279.0
83.1,4.0,31.4,0.34,248429.0
75.6,4.0,40.2,20.39,169279.0
51.4,3.0,28.9,16.14,120908.0
72.5,3.0,16.6,7.26,209916.0
73.1,3.0,,,222474.0
200.5,8.0,18.1,7.46,600298.0
41.8,2.0,47.1,17.65,105394.0
76.8,4.0,,17.59,169840.0
101.4,4.0,96.7,14.91,263884.0
64.6,3.0,29.9,,108348.0
101.2,5.0,88.6,14.28,267734.0
45.7,2.0,,,120246.0
63.5,3.0,75.8,6.34,163287.0
59.5,4.0,44.1,,150542.0
68.2,3.0,5.3,8.24,224152.0
66.9,3.0,,19.88,152871.0
,8.0,82.0,3.89,440780.0
30.4,2.0,31.8,3.53,86939.0
55.3,3.0,42.1,26.24,83087.0
45.8,3.0,96.1,8.34,75972.0
76.9,4.0,28.8,16.46,220042.0
67.8,3.0,81.6,18.31,148696.0
42.3,3.0,24.0,,84284.0
29.9,1.0,43.2,,41111.0
45.1,1.0,14.1,,49610.0
72.0,4.0,1.5,18.02,176870.0
71.1,3.0,41.4,11.36,193225.0
,3.0,30.5,13.16,162644.0
68.5,3.0,35.5,2.27,230988.0
62.3,2.0,55.8,29.7,103193.0
41.9,2.0,40.4,25.59,49419.0
54.1,2.0,70.1,11.46,135579.0
113.3,5.0,,21.14,284186.0
68.0,4.0,28.3,,148147.0
,5.0,77.5,21.26,308996.0
92.1,4.0,89.9,,217390.0
96.1,5.0,42.1,20.04,254408.0
40.3,1.0,63.3,28.09,29561.0
44.7,3.0,,8.25,122368.0
104.5,5.0,93.7,5.45,292758.0
56.4,3.0,60.2,12.35,145965.0
52.6,3.0,58.8,14.74,125895.0
64.5,3.0,50.8,8.8,149764.0
106.7,4.0,70.8,10.4,290637.0
129.2,6.0,,0.86,388291.0
45.7,2.0,26.2,18.58,92375.0
121.0,5.0,18.6,21.86,307937.0
70.0,3.0,,17.16,191546.0
92.7,3.0,23.8,7.1,266988.0
67.1,3.0,25.3,7.66,190078.0
42.5,3.0,7.6,20.05,115381.0
61.4,2.0,92.4,24.25,84049.0
77.2,4.0,54.9,9.36,210299.0
43.4,2.0,59.0,7.24,120276.0
,3.0,71.6,2.0,190793.0
63.0,3.0,58.8,5.21,172285.0
97.2,3.0,,26.13,222645.0
80.9,4.0,27.5,16.75,208780.0
57.9,2.0,19.5,,172434.0
42.8,2.0,28.2,11.87,91052.0
34.7,1.0,65.8,11.36,69618.0
50.0,,,10.39,122664.0
70.8,3.0,80.7,,136707.0
38.9,2.0,1.0,1.38,155259.0
56.8,4.0,92.0,2.92,154491.0
71.3,3.0,53.0,12.2,188905.0
42.3,2.0,67.4,22.0,54630.0
32.9,2.0,3.2,22.08,46885.0
50.7,2.0,4.7,2.1,156477.0
66.7,4.0,91.2,7.0,182836.0
116.5,6.0,25.3,16.92,326860.0
107.4,4.0,52.0,5.19,298044.0
41.8,2.0,75.7,,65624.0
102.8,5.0,94.3,,244295.0
127.7,5.0,85.6,,367558.0
62.4,3.0,52.3,21.54,135995.0
63.6,3.0,43.8,24.01,108747.0
58.0,,,19.83,112761.0
62.5,3.0,60.3,,185865.0
103.0,5.0,56.8,12.35,269138.0
34.0,1.0,28.8,12.08,72020.0
56.1,3.0,95.7,16.6,83282.0
98.5,4.0,40.4,2.44,287321.0
79.2,2.0,35.1,28.49,160998.0
14.6,1.0,11.3,22.56,9618.0
131.9,6.0,41.1,,329849.0
91.4,4.0,31.9,19.15,250049.0
70.4,3.0,35.9,20.26,151795.0
55.8,2.0,,2.11,164119.0
109.4,5.0,44.6,,303896.0
70.8,4.0,73.9,20.12,150110.0
106.2,4.0,63.9,19.06,249558.0
107.9,,4.1,,304239.0
48.6,2.0,65.8,,83174.0
44.7,3.0,37.6,0.72,168179.0
24.2,2.0,3.8,29.7,14411.0
110.1,5.0,61.3,4.22,322464.0
90.6,,5.2,23.89,224328.0
77.2,3.0,12.4,,215951.0
83.5,4.0,37.6,1.31,256587.0
133.4,7.0,5.7,21.75,396557.0
40.3,2.0,,,96001.0
61.3,3.0,68.2,26.54,106772.0
41.6,3.0,57.3,9.96,109564.0
31.9,2.0,7.7,21.37,42408.0
27.5,1.0,50.7,21.7,173592.0
46.1,1.0,17.5,,152445.0
51.7,,,22.57,64974.0
78.1,3.0,14.7,20.71,208324.0
52.5,2.0,,11.47,124739.0
57.4,4.0,45.7,6.24,161713.0
52.4,2.0,75.8,9.34,118471.0
79.1,4.0,20.1,17.81,200304.0
111.9,6.0,42.7,5.03,328259.0
53.7,3.0,96.8,22.28,82655.0
61.3,3.0,37.7,1.68,175082.0
69.9,3.0,50.3,7.86,195518.0
110.2,5.0,58.2,24.4,256610.0
109.0,6.0,,9.94,306619.0
60.2,3.0,2.4,,141206.0
100.2,5.0,,7.32,276217.0
67.8,3.0,34.4,,221717.0
80.4,,9.0,,172001.0
80.6,3.0,29.6,3.62,234284.0
51.5,3.0,66.4,16.88,109065.0
105.7,5.0,12.9,10.69,309197.0
143.9,7.0,50.6,13.12,427832.0
104.4,,,11.07,291967.0
83.3,3.0,39.4,11.47,220905.0
84.7,4.0,17.1,26.83,198019.0
119.6,,25.0,29.62,298560.0
75.1,,94.3,9.01,178586.0
54.5,2.0,50.5,6.53,154414.0
74.7,2.0,53.3,18.99,165910.0
158.9,,46.4,17.42,442723.0
66.6,3.0,37.2,,184376.0
97.6,5.0,12.7,12.1,282856.0
64.7,3.0,85.6,28.26,90122.0
60.4,2.0,51.7,,150279.0
54.6,2.0,40.8,27.35,89088.0
35.5,1.0,72.6,15.57,28390.0
60.3,3.0,23.8,24.01,133318.0
28.6,1.0,4.9,1.15,92654.0
105.1,4.0,61.1,28.97,229505.0
,3.0,97.6,23.09,67462.0
125.1,7.0,51.9,4.29,386479.0
64.4,,62.7,,156034.0
55.4,3.0,78.1,,132212.0
79.5,3.0,38.9,28.35,157271.0
44.7,2.0,22.0,14.05,128373.0
143.5,6.0,18.6,8.66,420961.0
123.9,5.0,40.9,24.47,297595.0
30.1,2.0,17.3,11.96,99452.0
72.4,3.0,48.8,16.59,155333.0
61.5,4.0,13.4,20.37,147297.0
138.0,7.0,98.7,22.02,364443.0
51.6,2.0,17.9,4.68,161029.0
69.0,3.0,20.4,5.82,221860.0
62.5,3.0,,22.39,115369.0
114.7,6.0,90.3,18.18,275367.0
42.8,2.0,3.4,14.8,121401.0
102.8,5.0,40.1,10.28,304112.0
108.6,5.0,57.6,17.01,287094.0
37.8,2.0,,1.26,121237.0
55.0,2.0,44.1,3.16,175269.0
70.7,3.0,36.8,18.22,192753.0
41.6,2.0,86.3,21.94,48550.0
72.6,3.0,0.3,20.46,190435.0
63.4,4.0,6.0,,216667.0
85.3,4.0,2.6,2.9,289305.0
40.1,1.0,54.7,7.79,89655.0
44.9,2.0,88.6,29.25,31221.0
38.0,2.0,83.3,27.1,31216.0
136.5,6.0,82.0,24.59,343045.0
43.9,2.0,28.6,,94296.0
70.8,3.0,90.4,0.23,202385.0
53.6,2.0,81.2,28.95,62337.0
5.6,5.0,37.5,,270477.0
95.6,4.0,55.3,27.88,219894.0
53.0,2.0,39.6,15.69,128519.0
53.9,2.0,97.0,6.42,124426.0
104.3,3.0,,15.38,237193.0
128.7,6.0,32.7,,388755.0
36.6,2.0,,,48271.0
50.1,3.0,36.3,12.92,124061.0
92.2,,82.0,27.92,182676.0
91.4,4.0,25.0,2.73,298716.0
94.1,4.0,65.7,2.02,279029.0
56.2,1.0,10.8,25.57,98508.0
69.3,4.0,63.3,12.0,169346.0
92.3,4.0,55.1,16.12,234508.0
59.4,3.0,13.4,21.45,139760.0
69.4,3.0,12.9,11.63,190644.0
25.6,1.0,36.9,25.8,8000.0
100.1,4.0,59.8,9.66,292567.0
47.4,2.0,66.8,7.73,126630.0
157.5,7.0,54.2,17.9,440428.0
72.1,3.0,88.3,21.05,164334.0
98.1,5.0,,22.48,239655.0
50.1,2.0,4.4,,152023.0
261.6,11.0,,29.26,676291.0
69.8,4.0,,17.61,184151.0
120.0,7.0,5.9,21.86,331300.0
79.4,4.0,,9.97,216122.0
114.7,6.0,58.8,1.06,348331.0
54.5,3.0,36.6,,171761.0
866.4,2.0,52.3,15.96,93672.0
75.3,3.0,35.8,5.3,211018.0
144.6,6.0,7.1,,435136.0
60.4,2.0,80.8,12.14,123457.0
70.0,3.0,,11.48,158239.0
56.7,2.0,64.1,16.9,127379.0
64.6,2.0,11.7,25.19,125469.0
83.3,,23.1,,254170.0
38.1,3.0,89.3,,30390.0
,3.0,53.3,20.88,156726.0
113.5,,38.8,23.0,280603.0
4.5,,63.1,8.51,284667.0
60.5,2.0,81.5,1.85,164722.0
53.7,3.0,,11.27,134438.0
77.5,,42.3,29.14,135402.0
99.9,3.0,70.4,5.98,280482.0
33.6,1.0,44.9,21.52,28366.0
60.0,2.0,92.8,6.11,149773.0
35.2,2.0,19.5,,65347.0
61.9,2.0,,16.66,142069.0
28.1,1.0,21.0,24.05,24404.0
53.1,,,17.62,93240.0
61.7,4.0,59.1,,172797.0
157.4,,,17.87,419949.0
,2.0,96.7,,113433.0
89.2,4.0,68.5,,187944.0
60.9,3.0,31.7,29.55,114935.0
141.4,5.0,,26.09,347551.0
46.9,2.0,75.1,19.42,58249.0
45.8,2.0,48.5,,135585.0
130.4,6.0,33.5,19.13,349356.0
50.8,3.0,7.8,,132815.0
67.1,,57.6,,114230.0
71.1,4.0,11.6,20.98,156218.0
37.9,2.0,84.7,7.16,76666.0
104.4,5.0,64.6,20.45,256401.0
50.1,3.0,94.5,17.25,106381.0
,5.0,95.0,5.1,283457.0
95.1,5.0,30.9,13.82,265739.0
83.7,5.0,12.2,17.93,239367.0
111.6,4.0,5.1,6.28,343011.0
71.9,3.0,67.8,10.09,208737.0
38.1,2.0,56.8,23.78,46922.0
89.2,5.0,3.9,14.21,245198.0
75.9,4.0,22.1,0.73,240343.0
115.0,5.0,55.6,11.92,299403.0
72.0,4.0,98.2,26.04,150332.0
112.8,5.0,14.9,6.92,343470.0
28.6,2.0,33.4,3.4,96122.0
54.1,2.0,73.5,8.62,114988.0
51.8,3.0,,21.11,89602.0
66.1,4.0,31.8,7.57,202674.0
87.6,4.0,5.3,11.25,259006.0
53.3,4.0,14.3,,171131.0
45.0,3.0,44.6,15.01,103278.0
263.8,12.0,44.3,,755979.0
,4.0,48.2,18.94,244350.0
93.7,5.0,45.1,12.68,278595.0
105.5,5.0,74.4,3.18,306101.0
105.2,5.0,,11.64,268259.0
36.8,2.0,93.5,,10588.0
104.7,5.0,84.7,23.22,232201.0
77.0,4.0,23.4,4.0,248163.0
78.9,5.0,93.3,0.01,242897.0
22.7,1.0,,25.63,8000.0
143.5,,26.6,0.49,440865.0
116.2,6.0,6.0,,370306.0
40.5,2.0,43.3,9.75,106694.0
77.8,3.0,,4.89,223091.0
102.3,,53.7,9.8,293952.0
53.8,3.0,6.8,0.17,197030.0
39.7,2.0,71.1,6.71,86937.0
88.9,4.0,67.7,,225975.0
75.7,4.0,,0.08,249189.0
71.8,2.0,27.3,,231288.0
63.6,3.0,58.2,24.82,129532.0
95.2,4.0,29.2,13.3,259782.0
56.8,2.0,32.7,26.21,100735.0
85.2,4.0,,15.8,198308.0
88.5,4.0,,9.4,230275.0
158.1,7.0,42.6,19.8,417585.0
69.7,2.0,74.8,16.92,156834.0
160.2,8.0,59.8,3.83,471699.0
96.4,4.0,,17.44,233341.0
49.7,2.0,,11.8,121502.0
89.8,5.0,25.7,7.75,276582.0
114.8,5.0,32.7,26.8,272817.0
,3.0,75.0,11.37,168676.0
47.8,2.0,,5.73,115395.0
77.8,5.0,19.0,,197533.0
49.0,2.0,,15.99,83901.0
53.4,3.0,36.4,9.9,149265.0
91.5,4.0,4.5,5.8,274385.0
54.5,2.0,52.1,,139804.0
81.4,3.0,91.2,,136304.0
33.1,1.0,33.5,22.45,33129.0
62.7,,82.4,21.35,121682.0
165.4,7.0,32.3,,503737.0
59.0,4.0,11.0,13.03,190281.0
62.6,3.0,38.2,17.66,152488.0
98.6,5.0,0.8,4.57,287971.0
71.0,3.0,,,153190.0
,1.0,58.4,23.68,59187.0
78.2,4.0,,,150093.0
,5.0,98.0,26.98,198816.0
73.2,3.0,61.2,,176195.0
74.2,4.0,,13.34,187308.0
85.9,3.0,55.4,15.98,202449.0
43.3,2.0,99.6,,111104.0
72.0,3.0,,7.73,194242.0
102.0,5.0,23.7,18.08,260548.0
85.2,4.0,75.6,20.02,184504.0
60.3,3.0,,12.4,152013.0
128.8,5.0,68.4,,373329.0
46.7,1.0,5.8,,94872.0
90.5,3.0,36.8,,237834.0
,6.0,10.6,0.24,352830.0
59.6,2.0,77.0,28.82,76256.0
54.4,3.0,34.7,4.34,149084.0
86.1,4.0,2.3,26.37,197851.0
42.9,2.0,44.4,29.49,53063.0
94.1,4.0,,7.64,254535.0
45.5,1.0,23.1,,73247.0
85.0,4.0,14.4,6.14,243976.0
111.4,3.0,62.3,,276081.0
43.3,2.0,35.7,14.86,82151.0
226.4,10.0,,9.51,664195.0
55.0,3.0,7.4,14.17,132750.0
,4.0,65.2,5.96,149022.0
132.2,7.0,,,364039.0
72.2,4.0,73.5,16.5,163107.0
106.0,4.0,15.2,10.74,297437.0
55.7,2.0,24.8,,88446.0
147.8,7.0,79.1,13.55,394546.0
75.5,4.0,23.9,18.81,195633.0
144.3,7.0,29.3,15.0,398057.0
178.7,7.0,67.5,20.63,491409.0
226.0,11.0,97.8,21.17,625310.0
53.5,3.0,14.7,24.12,124895.0
90.5,4.0,34.7,9.71,248435.0
124.2,6.0,94.3,12.81,336546.0
79.9,3.0,55.2,,251807.0
43.2,2.0,66.9,12.5,99298.0
84.3,4.0,59.3,14.47,245780.0
565.5,3.0,77.6,,113342.0
95.1,4.0,74.4,,201787.0
56.8,,,,130779.0
64.9,3.0,31.2,1.92,205805.0
64.9,3.0,52.0,1.2,193516.0
61.8,3.0,,25.95,120763.0
94.2,5.0,56.1,,280528.0
63.9,3.0,,5.03,177195.0
65.4,3.0,20.5,12.98,181490.0
55.7,3.0,88.7,26.34,104863.0
,2.0,,8.41,65882.0
41.9,1.0,,27.37,46546.0
59.6,2.0,91.1,13.22,132857.0
110.0,5.0,41.4,19.01,294910.0
71.1,3.0,5.2,17.14,172140.0
178.6,8.0,80.7,10.99,509866.0
43.7,3.0,76.5,3.12,124634.0
37.8,2.0,31.9,26.18,69748.0
102.5,5.0,,,233477.0
120.9,7.0,58.1,7.8,352575.0
,4.0,82.3,,162681.0
153.6,6.0,,8.06,402941.0
99.0,5.0,76.7,,307657.0
86.0,3.0,46.7,2.63,254977.0
60.7,3.0,56.2,15.42,136117.0
85.1,5.0,,26.03,189970.0
54.0,2.0,5.8,14.14,166577.0
28.6,2.0,54.0,4.06,90481.0
86.4,3.0,57.7,18.13,195659.0
144.1,7.0,91.1,0.9,422044.0
37.5,3.0,57.6,1.19,120210.0
146.3,7.0,24.3,,449373.0
101.0,4.0,2.7,13.03,302898.0
58.4,3.0,98.5,2.31,159287.0
99.2,4.0,73.8,15.83,244042.0
8.4,3.0,,19.93,140410.0
58.6,3.0,34.1,3.82,178097.0
119.5,5.0,13.0,24.44,295818.0
53.3,3.0,35.6,25.73,86794.0
54.9,4.0,44.4,16.84,125113.0
66.7,3.0,51.7,14.49,183719.0
45.7,3.0,,16.89,81885.0
137.3,6.0,82.4,20.83,363071.0
29.5,2.0,69.7,7.4,65635.0
75.3,4.0,11.2,28.56,163221.0
76.4,4.0,69.1,,204357.0
142.5,7.0,87.3,21.42,376367.0
39.1,3.0,32.2,29.82,34809.0
26.4,,4.8,,14907.0
35.7,1.0,61.2,3.83,90715.0
89.3,,89.2,20.61,191603.0
104.5,6.0,96.8,,293843.0
47.7,2.0,36.2,10.06,135834.0
77.9,3.0,28.0,,180901.0
72.0,3.0,0.1,19.01,190703.0
41.6,2.0,11.6,6.97,118685.0
65.3,3.0,21.7,7.47,209130.0
22.8,1.0,33.2,14.57,31187.0
67.3,4.0,26.0,27.64,147882.0
53.1,3.0,32.9,21.8,120093.0
178.6,8.0,40.6,16.82,525188.0
59.0,3.0,63.7,23.98,110182.0
55.1,3.0,28.3,25.9,126851.0
72.2,2.0,42.9,4.89,218804.0
73.3,4.0,68.2,,170387.0
61.3,3.0,29.0,17.5,143756.0
112.5,4.0,43.6,28.96,258011.0
65.0,4.0,46.6,,166668.0
114.6,4.0,92.6,0.25,310691.0
108.2,5.0,44.3,22.01,275096.0
78.9,4.0,52.2,18.53,175139.0
116.2,,9.4,,342989.0
95.5,3.0,24.8,16.57,254592.0
50.3,1.0,21.8,24.53,113531.0
196.3,9.0,92.5,13.3,536858.0
100.8,5.0,21.1,13.22,272501.0
56.2,3.0,13.4,11.41,187469.0
222.5,12.0,50.4,11.03,660868.0
43.8,2.0,19.5,,140361.0
59.7,4.0,,,129895.0
85.6,4.0,38.5,14.88,211314.0
76.0,3.0,51.2,0.74,222718.0
71.6,3.0,51.6,,173739.0
68.8,,75.5,2.48,188357.0
22.6,,0.8,,283680.0
67.3,3.0,53.2,8.73,1407200.0
15.6,1.0,34.9,16.13,13565.0
57.8,3.0,63.7,,133756.0
153.9,6.0,70.5,,399420.0
119.7,5.0,12.9,12.07,357266.0
34.8,1.0,59.7,20.02,11887.0
51.4,2.0,60.8,,96733.0
60.5,2.0,93.7,1.85,171369.0
185.8,8.0,14.6,,490894.0
52.6,2.0,,,135078.0
157.3,8.0,73.3,15.03,435615.0
80.7,3.0,,14.81,185760.0
110.0,,,15.24,291984.0
47.4,2.0,29.4,25.11,78922.0
80.7,4.0,7.2,24.69,192609.0
77.5,3.0,67.2,0.19,233248.0
58.2,3.0,16.2,27.64,116629.0
65.1,4.0,92.1,11.04,156138.0
81.4,4.0,98.5,19.51,174636.0
43.2,,23.6,27.72,56333.0
93.5,,48.8,17.36,216833.0
96.3,4.0,,13.64,275604.0
84.8,4.0,32.8,24.82,182471.0
102.4,4.0,62.8,21.78,242617.0
69.3,3.0,12.5,17.56,160551.0
101.4,4.0,95.4,26.66,209340.0
120.5,5.0,65.9,11.0,312001.0
98.3,4.0,76.2,,253527.0
106.5,5.0,17.7,11.27,291781.0
94.9,5.0,,2.73,295243.0
61.2,3.0,99.9,16.44,128167.0
129.0,7.0,61.8,13.54,353037.0
35.7,1.0,0.3,17.91,89013.0
255.4,11.0,77.6,,763449.0
113.6,6.0,83.8,15.67,296246.0
89.0,4.0,11.4,9.55,261272.0
69.7,,96.2,7.39,183066.0
53.3,2.0,14.6,7.11,164033.0
52.7,,97.3,0.88,131484.0
65.5,3.0,85.4,2.01,218998.0
62.1,2.0,19.1,17.63,149369.0
208.8,9.0,,19.91,618439.0
146.5,7.0,,26.82,367695.0
60.0,3.0,82.9,2.67,154467.0
75.5,4.0,86.1,,145232.0
70.1,,85.8,11.28,150767.0
61.1,4.0,,18.94,152909.0
67.7,3.0,68.8,8.19,191435.0
88.1,,,14.6,247753.0
61.4,1.0,38.1,0.41,180078.0
101.2,4.0,45.2,12.81,261977.0
57.5,3.0,,10.87,138140.0
86.0,,44.8,1.91,256129.0
70.7,,69.7,7.42,182056.0
125.9,5.0,9.4,21.82,332388.0
92.2,3.0,50.8,0.04,278885.0
51.1,2.0,36.4,27.01,70993.0
95.0,4.0,,5.32,264676.0
35.8,3.0,,17.42,68249.0
45.8,3.0,99.8,,86054.0
139.4,7.0,92.4,18.74,359550.0
71.5,4.0,33.6,17.25,167391.0
51.7,2.0,19.7,17.37,110120.0
53.8,2.0,41.9,16.95,104798.0
56.5,3.0,64.2,,107586.0
85.9,4.0,33.1,,222858.0
96.7,5.0,50.4,22.69,232059.0
76.6,3.0,42.5,,202398.0
72.8,4.0,,25.1,145550.0
98.7,5.0,61.6,,268297.0
45.8,2.0,4.8,2.02,155745.0
174.8,8.0,8.1,,477164.0
43.6,2.0,69.9,24.62,53076.0
201.9,10.0,3.8,9.61,625304.0
43.7,2.0,81.4,21.93,41484.0
100.4,5.0,96.9,21.69,251652.0
128.8,,20.1,24.09,316799.0
76.6,2.0,42.6,,159810.0
90.2,4.0,,25.86,166634.0
57.0,1.0,98.4,,127711.0
36.1,2.0,87.6,,60997.0
75.2,2.0,57.7,,132049.0
57.0,3.0,97.4,5.33,129331.0
,4.0,36.9,,270781.0
79.0,4.0,0.1,,193128.0
50.2,2.0,18.1,0.23,170370.0
130.3,6.0,,3.93,372486.0
47.5,3.0,82.2,6.08,102107.0
42.9,2.0,99.1,9.14,92779.0
76.2,4.0,19.0,25.0,170055.0
58.5,3.0,79.7,7.87,146585.0
101.7,5.0,23.5,3.79,311313.0
40.3,2.0,12.5,,90465.0
118.4,6.0,,28.98,278142.0
57.7,,93.9,25.83,102822.0
737.6,3.0,,,214451.0
81.1,2.0,73.9,29.05,117276.0
86.9,3.0,,9.47,239519.0
43.4,3.0,31.5,7.92,113472.0
70.1,3.0,68.1,14.96,137231.0
44.7,2.0,,0.32,141767.0
63.2,3.0,19.9,,128845.0
109.5,5.0,50.6,,315887.0
86.8,5.0,81.0,21.44,220911.0
63.9,4.0,26.7,12.23,149796.0
48.7,2.0,16.6,,134574.0
36.1,1.0,40.0,23.32,43061.0
67.0,3.0,0.8,26.11,165130.0
112.0,4.0,99.9,19.11,248276.0
,10.0,32.3,2.82,639212.0
107.3,5.0,51.6,12.41,302712.0
103.1,5.0,84.1,29.57,231569.0
86.9,3.0,94.7,18.87,165072.0
57.5,2.0,47.3,17.97,120416.0
63.8,2.0,21.1,,154424.0
87.1,4.0,12.9,22.25,222343.0
32.8,1.0,,23.8,8000.0
48.6,2.0,49.5,,121393.0
64.3,3.0,3.2,0.11,220391.0
94.6,4.0,77.4,,208436.0
64.2,3.0,1.1,,169700.0
64.2,3.0,,19.92,138435.0
47.8,2.0,34.1,18.47,78413.0
41.3,2.0,37.2,19.04,60055.0
92.0,4.0,54.9,26.49,198558.0
86.9,4.0,9.3,24.57,208285.0
52.0,2.0,,3.9,135166.0
64.4,4.0,30.3,,212627.0
59.1,3.0,90.7,4.36,161977.0
30.5,2.0,,,80890.0
41.2,3.0,30.4,16.42,93498.0
64.4,4.0,,22.57,141210.0
111.9,5.0,70.2,,293572.0
84.5,5.0,54.9,,265267.0
88.6,3.0,62.6,,261099.0
62.3,2.0,,13.6,102253.0
54.8,2.0,14.4,,173460.0
66.9,3.0,,2.8,196668.0
58.1,2.0,84.1,8.92,137611.0
61.9,4.0,95.2,,139096.0
106.9,,73.8,15.77,271429.0
,2.0,90.7,3.94,91310.0
92.1,4.0,35.6,4.89,263067.0
102.5,5.0,12.3,,315970.0
54.5,,95.7,3.61,118789.0
101.1,,71.4,10.28,294205.0
114.4,6.0,40.6,9.55,359976.0
76.7,3.0,54.0,2.75,241225.0
81.8,,90.8,,135717.0
132.1,5.0,94.2,14.52,330201.0
157.6,7.0,12.0,,440831.0
91.5,4.0,47.7,21.03,210938.0
49.9,1.0,99.2,11.49,91023.0
100.2,5.0,18.8,13.86,301150.0
67.3,3.0,68.2,20.47,152257.0
119.9,5.0,59.9,,274169.0
72.4,3.0,58.2,26.14,140686.0
76.8,4.0,54.2,1.94,230899.0
117.6,6.0,32.4,9.62,347163.0
48.0,2.0,36.7,8.23,139067.0
67.1,3.0,24.2,5.4,191283.0
38.9,1.0,27.5,2.31,113995.0
77.3,3.0,,16.23,207266.0
75.1,4.0,,25.25,140672.0
92.7,4.0,,23.78,234760.0
32.9,2.0,88.7,,40650.0
105.2,5.0,77.9,8.69,280814.0
79.2,3.0,64.8,4.39,215419.0
69.7,4.0,61.6,6.75,202054.0
101.0,4.0,,17.97,239406.0
103.0,,,20.64,263793.0
,3.0,,29.23,108657.0
61.4,3.0,,,118558.0
72.0,3.0,28.0,10.66,190229.0
70.2,4.0,43.6,,145382.0
70.0,3.0,45.8,18.77,163896.0
38.4,1.0,85.7,0.37,78212.0
56.0,3.0,,6.85,178415.0
57.5,3.0,6.5,25.67,109802.0
117.7,4.0,92.4,16.81,275159.0
130.0,6.0,89.9,25.13,328277.0
54.6,3.0,4.0,0.69,186857.0
51.1,2.0,76.4,2.81,151169.0
26.4,1.0,39.8,28.52,8000.0
60.6,2.0,12.2,27.86,122299.0
176.1,7.0,,29.52,441952.0
114.8,,,7.95,346649.0
57.8,3.0,70.1,17.49,114496.0
88.5,5.0,68.9,2.13,263851.0
65.6,2.0,,29.18,117864.0
34.8,3.0,,19.14,44576.0
71.8,4.0,,14.08,184886.0
78.1,3.0,25.9,,236611.0
,3.0,19.9,14.28,129599.0
60.9,2.0,2.0,18.84,149598.0
131.4,6.0,56.6,7.19,384141.0
59.4,3.0,51.7,22.19,118151.0
57.4,,48.5,14.57,117527.0
69.1,3.0,25.3,,219445.0
37.1,1.0,4.8,0.55,112578.0
82.0,4.0,97.2,5.02,211310.0
62.4,3.0,,26.24,135614.0
86.5,4.0,59.3,6.61,246137.0
35.6,3.0,,16.15,82636.0
99.4,4.0,9.5,11.18,258082.0
29.8,1.0,21.3,1.94,87474.0
124.8,6.0,18.8,,347002.0
51.3,1.0,93.7,3.85,131657.0
72.3,3.0,32.7,26.82,134862.0
37.1,1.0,85.2,4.86,64137.0
33.2,,36.2,3.44,85259.0
178.2,9.0,63.7,2.53,534312.0
205.4,8.0,45.5,23.63,5450030.0
68.3,4.0,2.8,2.53,222247.0
57.1,3.0,69.8,,158475.0
