surface_m2,nb_pieces,age_annees,distance_centre_km,price
74.8,5.0,,,238410.0
39.1,1.0,72.0,18.25,76698.0
37.4,2.0,2.2,7.45,148183.0
95.3,4.0,88.5,4.83,288959.0
105.4,5.0,78.8,19.56,298979.0
71.4,3.0,58.9,20.17,198413.0
247.2,12.0,11.2,,715005.0
89.7,4.0,78.4,24.89,228690.0
40.4,2.0,,18.99,111929.0
99.4,,42.0,13.88,321657.0
30.7,1.0,45.5,21.66,41804.0
78.9,4.0,28.9,22.45,208700.0
68.7,4.0,81.6,19.38,166857.0
96.7,5.0,66.9,,263424.0
52.8,2.0,18.5,9.12,193613.0
92.9,4.0,64.1,13.31,273568.0
87.4,3.0,40.9,25.77,222489.0
67.9,3.0,84.1,28.28,141590.0
83.4,3.0,45.2,14.14,268302.0
59.7,3.0,52.7,23.93,158215.0
50.3,2.0,80.0,10.85,148694.0
103.8,5.0,72.8,24.78,285872.0
107.4,5.0,27.3,19.11,325566.0
88.5,4.0,68.2,16.95,252134.0
111.1,5.0,78.3,,306862.0
65.4,3.0,37.8,,222555.0
153.2,7.0,,15.44,492936.0
127.7,7.0,32.0,20.32,375460.0
60.7,3.0,90.4,22.65,141051.0
69.1,4.0,25.9,18.0,201514.0
73.1,4.0,29.5,18.82,200491.0
,3.0,31.7,,155153.0
55.8,3.0,41.4,16.57,150500.0
53.1,2.0,21.7,,131108.0
77.1,3.0,7.8,,234583.0
50.7,2.0,99.6,3.96,144832.0
77.2,3.0,59.5,0.02,279731.0
101.4,,87.7,19.63,283587.0
51.7,2.0,97.2,6.76,128942.0
48.9,2.0,,6.64,160619.0
40.1,,11.0,6.94,139175.0
39.9,,43.2,8.78,126993.0
46.1,2.0,20.6,4.85,164564.0
60.0,4.0,18.6,2.49,236893.0
99.1,4.0,,17.24,318231.0
52.1,3.0,,,129827.0
31.0,2.0,18.9,14.04,99859.0
39.4,1.0,29.1,11.23,135787.0
65.0,2.0,22.6,23.84,173936.0
105.4,5.0,71.9,16.71,316300.0
46.9,1.0,0.5,28.58,103183.0
61.5,3.0,7.3,4.74,245968.0
124.8,5.0,3.6,19.94,390856.0
92.9,4.0,,1.71,292793.0
64.3,,58.7,,241301.0
54.2,2.0,67.6,8.71,163455.0
50.3,3.0,,3.03,178501.0
57.9,3.0,65.3,28.08,123853.0
71.8,,80.3,4.69,238586.0
45.3,2.0,,7.66,123406.0
267.5,12.0,39.9,11.45,773159.0
38.1,2.0,,16.59,81229.0
132.5,5.0,44.6,11.48,432082.0
81.1,4.0,77.9,7.81,249397.0
71.9,4.0,,25.94,207333.0
89.7,4.0,1.3,26.67,247568.0
73.9,3.0,76.1,7.8,235506.0
82.1,4.0,75.5,16.93,233109.0
33.1,1.0,,19.48,87122.0
115.1,6.0,83.0,24.04,305197.0
111.2,6.0,1.5,8.82,386029.0
78.3,,35.3,,196069.0
114.2,5.0,88.1,28.98,296610.0
73.0,3.0,0.9,20.64,209149.0
108.2,6.0,28.8,20.7,321546.0
51.2,2.0,54.2,27.11,102608.0
100.9,5.0,35.5,1.1,356107.0
66.1,2.0,93.9,26.26,132112.0
78.5,3.0,56.5,11.77,242109.0
41.6,2.0,42.2,17.62,122017.0
104.5,5.0,26.0,3.49,370073.0
80.3,3.0,,8.81,257889.0
43.8,2.0,23.7,16.8,117320.0
51.7,3.0,30.4,20.05,128606.0
114.0,5.0,88.5,,303078.0
44.3,2.0,62.5,19.28,84757.0
92.3,5.0,74.5,27.61,240795.0
90.7,,63.1,,284082.0
45.6,2.0,42.6,12.98,136296.0
66.8,5.0,18.3,,257958.0
67.4,3.0,,14.3,207763.0
114.1,5.0,46.0,,381540.0
49.5,3.0,84.7,24.0,99872.0
19.3,1.0,0.7,29.91,8000.0
125.0,,1.4,9.1,416577.0
59.6,2.0,49.7,16.5,174037.0
39.3,3.0,21.2,2.86,180583.0
44.5,3.0,97.7,18.98,110612.0
107.3,5.0,88.4,7.16,343723.0
30.5,1.0,53.9,,109720.0
86.8,4.0,51.4,4.07,295031.0
,5.0,,29.92,285882.0
140.2,,3.7,,413967.0
86.8,3.0,80.7,29.35,221219.0
60.4,4.0,88.9,9.09,199765.0
87.0,5.0,56.5,26.16,239536.0
41.9,1.0,14.6,18.26,120346.0
,3.0,36.4,15.15,243675.0
124.7,6.0,52.6,,370681.0
83.1,5.0,69.7,8.4,255152.0
136.6,6.0,91.0,16.49,399272.0
79.1,4.0,55.0,7.92,260758.0
76.1,3.0,4.4,1.06,292324.0
124.7,5.0,,,345326.0
101.3,5.0,98.6,16.97,287095.0
69.7,3.0,92.7,7.17,202040.0
122.2,6.0,91.6,26.18,328208.0
77.2,4.0,7.0,11.81,260650.0
79.9,4.0,69.8,,239655.0
38.3,2.0,18.0,14.14,111573.0
115.4,5.0,56.4,,342292.0
40.6,1.0,41.5,5.7,147719.0
69.9,3.0,92.6,20.19,175849.0
39.3,2.0,79.9,21.33,94915.0
34.7,2.0,56.1,24.13,43773.0
113.6,6.0,27.2,7.68,387767.0
74.8,3.0,,16.45,235758.0
44.0,2.0,23.8,15.23,126159.0
87.5,4.0,11.7,27.44,229043.0
124.9,5.0,,28.54,347736.0
29.9,,57.3,,77972.0
23.6,1.0,34.3,19.5,10669.0
80.8,4.0,34.5,1.72,293713.0
84.5,3.0,75.9,,215219.0
144.7,7.0,17.5,22.0,433215.0
67.6,3.0,57.0,,192348.0
46.2,3.0,,,120045.0
41.8,2.0,71.7,16.65,92444.0
51.0,2.0,36.1,3.16,176114.0
80.8,4.0,81.0,,274496.0
88.0,5.0,38.5,14.56,292038.0
56.4,3.0,73.4,,134999.0
92.6,3.0,79.6,10.07,290311.0
83.0,4.0,13.3,9.96,295230.0
25.0,2.0,73.1,26.58,8000.0
62.6,2.0,54.7,,158779.0
98.4,4.0,72.6,22.75,250746.0
64.0,3.0,48.4,,166102.0
77.9,4.0,35.1,4.41,291339.0
38.5,2.0,61.4,,84424.0
76.5,3.0,20.3,24.8,234784.0
36.7,1.0,56.0,16.92,79145.0
103.9,6.0,29.3,,345583.0
106.0,5.0,,10.49,310249.0
71.1,3.0,31.3,,177427.0
78.5,3.0,50.1,18.82,243943.0
60.6,2.0,54.4,0.37,195712.0
117.7,5.0,9.4,3.73,413871.0
64.7,2.0,70.3,11.53,199137.0
59.1,,46.7,29.12,118091.0
48.2,2.0,53.5,13.79,134683.0
66.2,4.0,31.7,3.23,250632.0
38.4,,61.1,17.99,84158.0
88.8,4.0,34.3,11.38,297669.0
33.7,2.0,32.5,4.63,134409.0
69.9,3.0,24.3,5.07,260386.0
39.5,2.0,18.9,11.77,143390.0
124.2,6.0,55.8,0.81,437823.0
52.1,3.0,93.9,19.92,133539.0
108.5,5.0,82.7,26.97,274884.0
114.3,5.0,97.3,,383198.0
78.7,3.0,78.9,12.48,231276.0
88.6,4.0,,14.38,256515.0
42.8,2.0,40.8,27.49,83948.0
46.2,3.0,83.4,9.64,139025.0
194.8,8.0,,18.81,534173.0
82.4,3.0,9.1,20.9,241133.0
537.6,2.0,77.1,18.5,131350.0
65.7,3.0,90.2,10.67,188034.0
75.6,4.0,29.0,,1761368.0
72.5,4.0,40.7,12.79,221030.0
55.7,3.0,56.9,7.9,155011.0
31.4,2.0,88.3,,9367.0
66.1,4.0,,25.9,185228.0
96.3,5.0,58.6,11.13,282396.0
112.3,6.0,70.1,19.58,318948.0
35.2,2.0,4.8,28.64,94264.0
39.2,2.0,80.0,27.09,66658.0
83.5,3.0,,12.56,254867.0
47.4,2.0,71.2,2.5,174736.0
37.2,1.0,96.4,,42089.0
28.9,2.0,60.1,0.86,95050.0
47.4,3.0,35.0,11.35,137820.0
77.4,4.0,13.9,3.55,314051.0
66.7,4.0,,21.29,170352.0
75.6,2.0,54.7,,220100.0
116.0,5.0,45.2,21.35,344309.0
55.9,2.0,32.0,26.35,131585.0
75.9,4.0,72.3,14.36,232861.0
27.9,1.0,18.1,,39535.0
71.8,3.0,,10.62,223577.0
64.7,3.0,11.8,4.26,236185.0
82.1,,4.3,,268346.0
,8.0,12.4,17.07,513497.0
36.0,2.0,,7.15,86201.0
185.7,8.0,10.5,,614368.0
179.8,8.0,17.0,10.73,560044.0
68.8,4.0,79.7,10.46,217875.0
54.7,3.0,,20.87,132820.0
39.6,1.0,,29.78,35773.0
95.0,4.0,10.9,12.18,318716.0
125.2,4.0,,0.74,374545.0
52.8,2.0,75.0,,108698.0
88.8,4.0,36.2,17.43,277364.0
96.0,4.0,85.3,,320150.0
53.7,4.0,80.5,,97513.0
33.9,1.0,,,113964.0
34.1,2.0,27.5,3.07,148755.0
82.2,3.0,33.3,12.68,238405.0
84.1,4.0,85.4,20.72,228120.0
54.5,2.0,12.0,3.19,192224.0
239.2,12.0,14.6,15.0,762743.0
63.4,2.0,86.6,0.8,186271.0
34.6,2.0,45.5,8.05,97226.0
63.2,2.0,18.7,11.71,208352.0
74.4,2.0,,,161654.0
80.7,5.0,2.8,28.53,220583.0
76.2,,9.8,3.62,281921.0
91.6,5.0,34.5,7.36,313180.0
58.5,2.0,,29.1,91314.0
51.9,,20.7,,119554.0
130.9,6.0,56.2,22.37,403692.0
46.8,3.0,92.7,5.07,154848.0
21.8,1.0,62.6,3.88,68148.0
52.4,3.0,30.5,18.36,152034.0
54.6,3.0,,,104438.0
90.1,4.0,88.7,8.39,280911.0
103.7,6.0,45.9,28.8,275030.0
115.9,5.0,4.8,,371209.0
89.3,4.0,31.0,0.68,325176.0
61.6,4.0,1.1,10.44,224400.0
56.2,2.0,96.6,29.57,101823.0
213.4,8.0,44.9,,610205.0
54.2,3.0,6.9,20.55,156237.0
98.4,4.0,43.1,,348275.0
153.8,7.0,,18.16,462557.0
105.2,6.0,13.3,23.46,311150.0
91.8,4.0,59.3,10.04,293498.0
102.2,5.0,93.6,,330322.0
68.3,3.0,35.4,9.53,231941.0
85.7,4.0,,23.91,246489.0
127.0,6.0,90.0,8.39,381517.0
44.6,,58.7,23.97,67310.0
,3.0,,14.82,144258.0
36.6,2.0,47.2,20.38,92630.0
57.7,2.0,13.9,,208077.0
130.0,5.0,48.9,10.3,414990.0
108.6,4.0,67.4,,378605.0
45.3,3.0,49.7,12.09,153506.0
67.3,4.0,73.8,1.34,246430.0
,4.0,55.5,29.5,148367.0
135.3,6.0,92.3,16.04,393681.0
111.7,6.0,94.2,14.66,350319.0
92.3,3.0,90.9,22.93,237870.0
53.6,3.0,40.4,23.82,158331.0
85.6,4.0,40.1,11.65,279625.0
59.7,,40.2,10.97,193374.0
98.0,5.0,30.1,8.61,321735.0
65.6,3.0,2.8,8.28,217038.0
27.7,1.0,16.2,20.11,51686.0
99.3,5.0,54.0,,298411.0
72.5,4.0,58.5,15.18,191834.0
74.0,4.0,39.2,20.65,202373.0
107.0,5.0,22.3,8.85,368966.0
90.3,4.0,,14.17,275214.0
107.0,6.0,40.9,13.51,356793.0
136.6,6.0,21.0,18.13,423358.0
36.6,3.0,35.7,11.86,111890.0
65.5,2.0,70.8,,180005.0
96.4,5.0,66.2,21.76,273141.0
79.0,,,8.93,275042.0
89.0,5.0,78.1,,287665.0
41.1,2.0,12.7,8.28,148247.0
119.1,6.0,7.2,5.46,416667.0
62.8,3.0,59.2,,212495.0
29.1,1.0,94.3,8.24,74552.0
20.2,1.0,9.9,13.44,41480.0
51.9,2.0,20.2,0.94,196923.0
46.8,2.0,86.6,,86278.0
87.2,5.0,42.9,28.61,238459.0
97.4,5.0,60.9,24.88,271449.0
45.6,2.0,53.1,,165102.0
51.7,2.0,70.1,10.33,157431.0
74.0,,40.3,25.72,186701.0
107.9,5.0,,24.08,312198.0
112.4,5.0,85.2,20.9,307711.0
51.6,2.0,30.4,,137965.0
68.6,5.0,5.0,3.32,272822.0
41.6,2.0,44.6,6.7,155956.0
97.4,4.0,55.2,5.8,334159.0
177.4,9.0,44.6,2.37,604377.0
35.2,2.0,79.0,17.03,48331.0
,6.0,76.1,1.93,446441.0
92.1,5.0,53.7,13.79,293722.0
43.8,2.0,40.8,9.33,153683.0
40.9,1.0,,13.87,105033.0
36.5,2.0,,20.04,54488.0
104.0,4.0,33.7,11.44,348533.0
40.3,2.0,,11.78,104589.0
53.1,2.0,,,189696.0
96.8,5.0,37.5,12.63,307316.0
71.6,3.0,99.3,24.97,173183.0
158.2,,14.5,,520298.0
52.4,2.0,70.6,22.99,108124.0
205.0,8.0,98.7,,612079.0
45.6,,9.2,,90648.0
75.0,4.0,0.8,5.63,283035.0
84.2,5.0,27.6,26.67,242349.0
35.6,2.0,39.8,,129324.0
65.1,2.0,,6.26,240217.0
87.2,4.0,,28.0,245594.0
42.2,1.0,,9.29,94373.0
40.9,3.0,,,105257.0
74.2,3.0,44.4,20.35,202331.0
84.9,4.0,24.1,16.92,266488.0
81.2,4.0,25.5,6.45,274267.0
157.4,8.0,25.5,19.44,493603.0
60.5,2.0,,2.23,244346.0
28.4,1.0,67.9,14.3,72063.0
72.2,3.0,84.9,10.79,235137.0
83.4,,54.5,29.13,226449.0
44.4,3.0,65.8,,173140.0
84.6,5.0,6.8,22.28,263542.0
127.3,6.0,44.1,,409390.0
88.9,4.0,13.2,6.76,293016.0
79.2,4.0,7.3,20.16,239482.0
68.9,4.0,82.3,16.5,188356.0
50.7,3.0,83.0,9.96,150758.0
37.1,2.0,,,81364.0
47.1,,95.8,29.01,81329.0
42.0,3.0,8.9,5.7,185890.0
102.7,4.0,90.6,,328222.0
44.7,,91.1,,128880.0
125.8,5.0,23.2,13.34,389301.0
48.4,,,24.73,88230.0
84.4,,53.0,15.55,1929504.0
53.7,,19.9,27.05,139967.0
50.5,2.0,93.0,10.56,124718.0
51.3,3.0,74.5,4.95,180328.0
75.4,3.0,10.7,0.82,305858.0
14.1,1.0,,,8000.0
122.0,6.0,,24.32,354536.0
23.7,,49.0,16.33,45875.0
148.0,6.0,76.5,0.63,497308.0
85.4,4.0,3.1,,264392.0
60.0,3.0,99.3,23.01,143907.0
58.8,2.0,33.7,25.62,135239.0
50.5,2.0,,25.75,95907.0
84.5,3.0,92.8,,269887.0
40.8,1.0,18.8,25.42,99120.0
76.6,3.0,,9.37,238834.0
52.0,2.0,98.7,20.3,120404.0
129.0,7.0,55.1,20.09,384787.0
53.9,3.0,30.2,14.47,139424.0
94.7,4.0,10.5,6.56,358975.0
46.7,2.0,45.1,,127296.0
91.7,5.0,28.7,3.86,324521.0
62.3,4.0,42.5,11.23,187381.0
45.8,3.0,78.0,7.9,143748.0
97.5,4.0,50.2,16.86,288171.0
61.5,2.0,,,174764.0
123.8,6.0,20.0,20.0,406342.0
56.0,3.0,49.6,12.58,169353.0
137.9,7.0,13.0,4.92,486167.0
153.8,7.0,53.7,5.51,484222.0
126.3,6.0,,6.03,419832.0
77.8,3.0,80.8,15.61,222757.0
72.3,3.0,32.6,,192371.0
59.2,3.0,5.3,6.37,227303.0
95.2,5.0,14.4,2.97,351957.0
61.2,4.0,64.4,,193612.0
44.3,2.0,88.2,20.28,113087.0
116.9,5.0,58.0,6.35,365808.0
78.1,3.0,13.1,,206533.0
86.7,4.0,36.2,4.6,299409.0
53.3,,,14.55,132739.0
156.5,7.0,,27.57,433000.0
91.5,4.0,98.6,7.35,301770.0
53.4,,33.8,2.41,171651.0
68.8,2.0,29.8,29.61,162886.0
162.2,8.0,55.1,24.02,474417.0
65.0,3.0,52.9,,182108.0
132.0,6.0,13.9,,395918.0
41.5,2.0,1.2,10.97,154622.0
89.0,5.0,70.2,21.99,254060.0
36.3,3.0,18.0,16.45,111758.0
74.5,3.0,64.8,,167154.0
64.4,3.0,64.2,11.72,193401.0
62.3,4.0,,22.42,166175.0
156.7,7.0,1.2,9.63,507342.0
49.6,2.0,75.9,17.55,103902.0
41.3,2.0,8.8,6.34,124971.0
56.3,4.0,,,157137.0
70.2,4.0,3.8,2.18,294137.0
55.7,3.0,94.7,,152285.0
69.5,4.0,,,175629.0
77.9,3.0,17.7,,272297.0
134.5,6.0,13.8,,423001.0
74.5,4.0,66.7,,210935.0
102.1,5.0,5.3,24.13,312192.0
92.4,5.0,23.5,5.36,311103.0
47.7,3.0,10.3,26.49,112556.0
104.1,5.0,52.5,27.1,298571.0
53.6,3.0,98.9,0.25,197467.0
73.4,2.0,7.2,24.53,200770.0
58.2,2.0,37.8,5.77,211186.0
46.1,2.0,0.8,26.62,111766.0
33.9,3.0,73.5,,137744.0
83.9,,27.5,22.55,245465.0
113.3,,57.7,7.21,370303.0
123.5,5.0,96.3,6.1,388485.0
108.4,5.0,21.3,17.24,337698.0
89.8,4.0,59.0,10.04,294187.0
194.9,8.0,58.3,9.67,612011.0
120.0,5.0,43.5,7.18,404367.0
102.2,4.0,12.9,,279297.0
95.9,5.0,,1.22,320026.0
85.1,3.0,53.0,4.22,264011.0
82.0,4.0,53.1,,280510.0
76.7,,91.7,6.66,233092.0
78.3,3.0,80.1,18.81,204991.0
59.4,2.0,32.0,19.72,186144.0
125.7,6.0,,,347674.0
70.0,3.0,3.0,,264837.0
53.6,3.0,63.4,,122084.0
54.4,3.0,12.9,6.8,187080.0
85.2,4.0,71.8,10.08,268039.0
61.6,3.0,,22.89,139541.0
36.2,1.0,25.0,24.89,60664.0
65.3,3.0,79.7,8.96,200016.0
47.3,3.0,,1.8,186726.0
43.2,2.0,92.2,,99819.0
65.8,,92.4,1.81,237046.0
41.4,2.0,89.8,,133684.0
56.7,2.0,75.9,25.09,121243.0
137.7,6.0,45.5,16.24,422437.0
42.2,2.0,81.5,22.23,69182.0
,3.0,39.3,,228979.0
66.6,3.0,31.1,4.17,243813.0
,2.0,72.5,,60827.0
35.7,2.0,80.6,4.97,100056.0
56.7,,78.2,11.74,150043.0
83.3,4.0,27.5,9.46,300167.0
48.3,3.0,70.8,1.59,172667.0
198.7,8.0,53.6,10.31,600994.0
69.6,2.0,73.6,2.11,228431.0
80.9,3.0,42.2,29.43,195458.0
85.7,3.0,56.2,3.29,296102.0
90.9,,,,250642.0
46.6,3.0,99.8,26.41,74393.0
37.4,2.0,95.5,19.56,80613.0
79.8,3.0,97.4,21.23,194298.0
120.7,5.0,72.5,17.11,356388.0
,6.0,64.0,11.89,335853.0
81.5,3.0,82.1,,259738.0
53.3,2.0,75.7,19.79,133639.0
50.1,2.0,67.3,,101258.0
81.4,3.0,52.0,3.25,277984.0
99.5,6.0,56.4,19.53,297924.0
91.2,3.0,41.7,21.31,229083.0
83.0,4.0,90.8,3.51,272452.0
54.0,3.0,11.2,17.74,18206.0
76.4,4.0,78.8,25.59,187591.0
90.0,4.0,86.5,6.16,297483.0
88.5,4.0,31.5,16.19,278966.0
76.6,4.0,14.2,,267214.0
63.9,3.0,,21.57,182385.0
39.2,1.0,79.1,17.25,89741.0
51.0,4.0,71.3,25.98,11601.0
135.3,6.0,0.8,,466063.0
82.9,4.0,,21.15,238402.0
34.4,1.0,5.6,,77319.0
172.9,8.0,,1.33,559810.0
63.5,3.0,60.4,10.21,192799.0
170.0,7.0,14.7,20.89,504274.0
46.0,3.0,99.5,16.52,107121.0
69.8,4.0,52.0,23.61,187055.0
55.7,3.0,4.9,20.29,162805.0
60.7,3.0,,10.56,207783.0
125.0,6.0,53.4,,390414.0
101.3,5.0,,15.11,307817.0
90.2,5.0,82.8,,253775.0
73.8,2.0,,11.22,217806.0
73.7,3.0,2.5,29.99,206515.0
65.6,4.0,47.6,29.37,152871.0
50.7,2.0,11.5,18.63,147888.0
123.8,,8.9,,365932.0
48.6,,,,148554.0
84.2,4.0,73.5,,234920.0
109.8,,46.9,0.38,385371.0
48.5,2.0,1.1,12.49,142901.0
105.3,4.0,,14.13,330277.0
,3.0,39.5,27.84,95502.0
111.1,5.0,16.8,21.66,343775.0
69.3,2.0,99.2,18.28,184717.0
47.8,3.0,78.1,,174842.0
84.9,4.0,44.8,,249227.0
94.9,4.0,81.5,20.02,273803.0
57.4,3.0,22.8,17.61,163854.0
58.0,2.0,16.9,17.14,162986.0
136.8,5.0,66.6,10.71,441746.0
48.1,2.0,78.7,6.46,158064.0
72.3,3.0,52.3,,192194.0
63.1,2.0,98.6,15.0,180817.0
55.0,1.0,42.7,3.5,180821.0
91.6,,85.1,,315545.0
59.4,3.0,41.5,,166593.0
210.3,10.0,12.7,,615070.0
100.9,6.0,58.0,27.85,275296.0
84.4,4.0,99.0,3.48,267450.0
72.5,2.0,48.6,,258299.0
45.6,1.0,88.2,,115218.0
54.8,2.0,74.4,23.15,107133.0
70.7,4.0,70.3,,186399.0
63.4,3.0,20.3,19.8,200553.0
72.9,4.0,46.4,3.43,268452.0
95.8,4.0,2.7,19.97,286123.0
82.3,3.0,87.2,23.83,214097.0
67.6,4.0,11.4,,239284.0
124.8,6.0,8.8,,372531.0
25.4,,47.4,22.23,42090.0
108.0,4.0,,21.31,348377.0
63.9,4.0,90.3,24.64,155630.0
109.2,4.0,65.2,,367824.0
183.9,8.0,,20.1,523848.0
68.5,4.0,62.3,26.17,160229.0
90.8,5.0,76.3,21.03,250110.0
130.7,6.0,81.9,8.0,400201.0
42.2,1.0,,,90401.0
34.9,2.0,6.6,,81901.0
95.2,5.0,72.4,12.42,293270.0
45.5,2.0,67.7,,127362.0
150.4,,55.4,17.12,459695.0
124.9,5.0,53.2,3.53,423517.0
105.9,6.0,97.8,23.07,288251.0
63.0,3.0,32.4,20.95,182366.0
70.4,3.0,54.5,10.67,226014.0
65.4,3.0,44.2,21.92,159343.0
75.7,4.0,55.4,7.44,243109.0
98.9,4.0,46.4,23.74,284149.0
47.6,,58.7,27.77,103542.0
36.9,2.0,36.0,26.42,75354.0
57.0,2.0,68.4,10.74,169522.0
188.1,9.0,0.5,21.98,580073.0
86.2,4.0,71.8,1.8,305130.0
33.5,1.0,95.4,9.93,68034.0
61.7,3.0,81.9,17.26,162810.0
119.2,5.0,86.1,0.16,411568.0
112.5,6.0,,,317218.0
58.7,3.0,91.9,,174888.0
142.0,,0.8,28.49,413469.0
189.5,8.0,70.7,,588095.0
161.0,7.0,,23.32,459934.0
54.8,,,9.11,177257.0
39.8,2.0,45.5,7.26,134473.0
126.0,6.0,8.9,2.63,455461.0
58.0,2.0,2.1,,146880.0
33.1,2.0,14.8,0.07,136398.0
34.3,2.0,,,89166.0
65.8,2.0,8.5,20.95,216324.0
50.7,,23.4,23.75,121053.0
107.5,5.0,57.7,20.05,326784.0
78.9,5.0,77.3,23.31,185192.0
140.2,7.0,,,453347.0
126.4,6.0,24.0,11.98,395505.0
99.7,,68.1,,269709.0
161.2,7.0,69.8,9.71,502247.0
59.3,3.0,77.8,,147075.0
81.6,3.0,48.5,26.44,201974.0
156.2,,17.4,,484143.0
65.5,4.0,73.7,17.3,180515.0
110.6,6.0,24.5,28.68,327646.0
146.3,6.0,20.3,,445965.0
112.8,5.0,91.3,,347548.0
78.0,3.0,87.9,1.22,285697.0
72.1,3.0,50.7,,218974.0
84.3,3.0,5.6,,306117.0
166.9,8.0,20.7,8.7,549633.0
104.5,6.0,,10.48,346247.0
86.9,3.0,94.6,17.44,238417.0
146.2,,,6.61,456258.0
76.9,3.0,,7.29,273429.0
99.5,5.0,17.9,,300058.0
80.1,,47.4,0.95,293881.0
51.9,3.0,9.4,,166002.0
56.3,2.0,,28.56,113291.0
,1.0,,29.99,61122.0
74.4,4.0,25.2,2.89,290353.0
26.5,2.0,1.1,6.0,94584.0
35.2,1.0,30.6,25.43,59221.0
30.9,2.0,81.5,16.75,56977.0
149.9,7.0,93.2,8.24,479349.0
59.9,3.0,26.6,3.77,217088.0
94.9,3.0,,2.12,340597.0
83.0,,66.5,9.37,289668.0
106.5,5.0,,20.58,305882.0
51.4,1.0,,28.33,65686.0
149.4,8.0,90.9,,445864.0
63.9,3.0,43.4,,194070.0
94.8,4.0,40.7,21.62,278344.0
58.6,2.0,6.0,11.59,184750.0
105.3,6.0,40.2,16.52,330710.0
58.0,2.0,34.1,,198047.0
105.1,5.0,94.3,,335663.0
64.7,4.0,68.5,8.97,205981.0
42.1,2.0,66.3,6.65,151861.0
55.2,3.0,44.5,29.88,127367.0
44.5,2.0,81.1,,60844.0
109.8,6.0,33.9,23.94,320542.0
50.0,2.0,53.0,,129989.0
44.9,2.0,87.9,22.89,64978.0
92.2,4.0,17.7,13.52,288612.0
96.6,4.0,23.7,4.44,322905.0
104.0,4.0,,,291562.0
33.5,2.0,27.0,15.35,96048.0
41.8,1.0,,,161890.0
96.5,5.0,18.2,10.19,339904.0
121.8,6.0,44.6,10.29,385312.0
78.0,4.0,24.7,27.96,223985.0
44.6,3.0,76.5,8.02,157245.0
70.0,3.0,,0.22,260261.0
66.4,4.0,82.6,,196313.0
85.1,4.0,12.9,12.44,272566.0
26.0,,14.1,17.87,50046.0
55.7,,58.6,13.99,167890.0
127.7,6.0,8.3,3.85,433841.0
69.1,3.0,,16.45,208625.0
46.1,1.0,37.1,15.26,157769.0
123.4,6.0,20.0,5.81,436656.0
59.5,2.0,,13.09,179664.0
52.4,3.0,82.9,22.43,112472.0
83.8,4.0,22.4,1.41,327527.0
49.3,3.0,38.7,13.08,159830.0
62.3,3.0,22.4,,197826.0
89.6,4.0,8.7,,313436.0
91.9,4.0,,0.87,331502.0
59.6,2.0,19.4,7.94,211392.0
133.0,6.0,34.9,0.55,471289.0
83.1,4.0,,,264601.0
100.2,5.0,33.4,4.23,363692.0
143.2,7.0,30.6,8.17,475091.0
75.2,4.0,21.2,,242907.0
,3.0,60.2,2.36,201859.0
126.8,6.0,46.9,12.2,397154.0
35.0,,28.5,28.33,56556.0
44.2,,98.7,0.26,152019.0
43.0,3.0,51.5,21.39,81979.0
,1.0,73.7,3.82,61796.0
111.1,5.0,,13.72,352887.0
44.0,4.0,26.5,,128503.0
27.5,2.0,98.0,27.9,18971.0
43.6,3.0,10.3,27.87,99921.0
66.1,3.0,46.5,4.43,238385.0
80.5,4.0,64.7,,286535.0
52.5,3.0,49.5,14.1,151878.0
106.7,,52.8,16.52,317484.0
56.4,4.0,95.8,12.51,1469700.0
69.9,3.0,33.8,28.32,185884.0
7.8,3.0,45.9,14.8,250437.0
49.0,3.0,94.0,8.71,141128.0
99.9,5.0,,7.21,334131.0
48.7,3.0,24.9,,153275.0
41.9,2.0,48.6,10.39,124076.0
54.4,,1.7,27.91,141588.0
,4.0,57.2,1.64,375439.0
132.0,6.0,12.0,,463561.0
75.0,3.0,98.9,,217687.0
38.4,1.0,5.9,10.36,108345.0
49.5,,86.3,16.47,134263.0
92.0,5.0,29.0,11.14,308270.0
103.0,5.0,50.3,,299093.0
20.5,,,10.52,44754.0
72.4,4.0,49.9,21.07,219703.0
141.7,7.0,46.2,4.32,488729.0
228.6,10.0,46.6,15.47,663621.0
131.2,7.0,48.2,17.21,415824.0
110.6,4.0,2.1,9.53,384219.0
82.0,3.0,47.8,19.57,235684.0
182.9,9.0,94.5,,574902.0
33.4,1.0,,13.12,103365.0
57.0,2.0,7.3,12.68,187733.0
124.3,4.0,23.4,19.23,365320.0
114.3,5.0,91.3,23.46,314795.0
93.9,4.0,93.0,8.49,278025.0
79.0,3.0,41.7,10.85,240421.0
165.6,7.0,,3.99,524693.0
113.5,5.0,17.1,13.93,353889.0
66.0,2.0,6.4,4.28,236538.0
127.5,6.0,66.8,19.06,380616.0
51.3,3.0,89.2,,88594.0
41.7,1.0,61.6,23.84,62487.0
79.5,3.0,56.8,10.4,253567.0
53.5,3.0,11.7,,160694.0
50.0,2.0,12.8,,162979.0
70.5,2.0,36.2,7.12,259960.0
77.4,4.0,,26.21,207635.0
71.3,4.0,49.8,13.87,239732.0
51.6,3.0,,14.9,203582.0
34.2,2.0,41.8,17.77,93726.0
53.7,3.0,,,170055.0
77.7,3.0,1.6,,294404.0
131.0,5.0,28.5,,453586.0
54.9,,47.2,19.89,158472.0
49.1,2.0,25.2,25.96,122522.0
,8.0,56.7,,641159.0
